000120_JSON,train_three/unj_srd_d/431,"NodeScore(node_name='Perception (PA)', metrics=[MetricScore(name='Object Coverage', score=3.0, max_score=3.0, detail='12/12 GT objects referenced'), MetricScore(name='Visibility Assessment', score=2.0, max_score=2.0, detail='6.0/6 correct assessments'), MetricScore(name='Radar Integration', score=2.0, max_score=2.0, detail='Radar categorized'), MetricScore(name='Location Awareness', score=1.0, max_score=1.0, detail='Location described'), MetricScore(name='Constraint Compliance', score=2.0, max_score=2.0, detail='JSON Constraint Honored')])","NodeScore(node_name='Prediction (Pk)', metrics=[MetricScore(name='Risk Assessment', score=2.1, max_score=3.0, detail='8.5/12 risk levels plausible'), MetricScore(name='Motion Prediction', score=3.0, max_score=3.0, detail='12.0/12 motion predictions plausible'), MetricScore(name='Object Completeness', score=2.0, max_score=2.0, detail='12/12 tracked objects found'), MetricScore(name='Reasoning Quality', score=2.0, max_score=2.0, detail='3 causal/physics concepts found')])","NodeScore(node_name='Planning (Pl)', metrics=[MetricScore(name='Action Safety', score=4.0, max_score=4.0, detail='Action=EMERGENCY_BRAKE, Gold=STOP'), MetricScore(name='Action Appropriateness', score=2.0, max_score=3.0, detail='Severity diff: 1'), MetricScore(name='Reasoning Coherence', score=3.0, max_score=3.0, detail='Action=True, Context=True, Logic=True')])",28.1
000120_TEXT,train_three/unj_srd_d/431,"NodeScore(node_name='Perception (PA)', metrics=[MetricScore(name='Object Coverage', score=3.0, max_score=3.0, detail='12/12 GT objects referenced'), MetricScore(name='Visibility Assessment', score=2.0, max_score=2.0, detail='6.0/6 correct assessments'), MetricScore(name='Radar Integration', score=2.0, max_score=2.0, detail='Radar categorized'), MetricScore(name='Location Awareness', score=1.0, max_score=1.0, detail='Location described'), MetricScore(name='Constraint Compliance', score=2.0, max_score=2.0, detail='Text/Narrative Constraint Honored')])","NodeScore(node_name='Prediction (Pk)', metrics=[MetricScore(name='Risk Assessment', score=2.2, max_score=3.0, detail='9.0/12 risk levels plausible'), MetricScore(name='Motion Prediction', score=2.2, max_score=3.0, detail='9.0/12 motion predictions plausible'), MetricScore(name='Object Completeness', score=2.0, max_score=2.0, detail='12/12 tracked objects found'), MetricScore(name='Reasoning Quality', score=2.0, max_score=2.0, detail='3 causal/physics concepts found')])","NodeScore(node_name='Planning (Pl)', metrics=[MetricScore(name='Action Safety', score=2.0, max_score=4.0, detail='Action=DECELERATE, Gold=STOP'), MetricScore(name='Action Appropriateness', score=2.0, max_score=3.0, detail='Severity diff: 1'), MetricScore(name='Reasoning Coherence', score=2.0, max_score=3.0, detail='Action=False, Context=True, Logic=True')])",24.4
000376_JSON,train_four/rsnj_fd_s/158,"NodeScore(node_name='Perception (PA)', metrics=[MetricScore(name='Object Coverage', score=3.0, max_score=3.0, detail='9/9 GT objects referenced'), MetricScore(name='Visibility Assessment', score=1.3, max_score=2.0, detail='4.0/6 correct assessments'), MetricScore(name='Radar Integration', score=2.0, max_score=2.0, detail='Radar categorized'), MetricScore(name='Location Awareness', score=1.0, max_score=1.0, detail='Location described'), MetricScore(name='Constraint Compliance', score=2.0, max_score=2.0, detail='JSON Constraint Honored')])","NodeScore(node_name='Prediction (Pk)', metrics=[MetricScore(name='Risk Assessment', score=3.0, max_score=3.0, detail='9.0/9 risk levels plausible'), MetricScore(name='Motion Prediction', score=3.0, max_score=3.0, detail='9.0/9 motion predictions plausible'), MetricScore(name='Object Completeness', score=2.0, max_score=2.0, detail='9/9 tracked objects found'), MetricScore(name='Reasoning Quality', score=2.0, max_score=2.0, detail='3 causal/physics concepts found')])","NodeScore(node_name='Planning (Pl)', metrics=[MetricScore(name='Action Safety', score=2.0, max_score=4.0, detail='Action=EMERGENCY_BRAKE, Gold=KEEP_SPEED'), MetricScore(name='Action Appropriateness', score=0.0, max_score=3.0, detail='Severity diff: 3'), MetricScore(name='Reasoning Coherence', score=3.0, max_score=3.0, detail='Action=True, Context=True, Logic=True')])",24.3
000376_TEXT,train_four/rsnj_fd_s/158,"NodeScore(node_name='Perception (PA)', metrics=[MetricScore(name='Object Coverage', score=3.0, max_score=3.0, detail='9/9 GT objects referenced'), MetricScore(name='Visibility Assessment', score=1.3, max_score=2.0, detail='4.0/6 correct assessments'), MetricScore(name='Radar Integration', score=2.0, max_score=2.0, detail='Radar categorized'), MetricScore(name='Location Awareness', score=1.0, max_score=1.0, detail='Location described'), MetricScore(name='Constraint Compliance', score=2.0, max_score=2.0, detail='Text/Narrative Constraint Honored')])","NodeScore(node_name='Prediction (Pk)', metrics=[MetricScore(name='Risk Assessment', score=3.0, max_score=3.0, detail='9.0/9 risk levels plausible'), MetricScore(name='Motion Prediction', score=3.0, max_score=3.0, detail='9.0/9 motion predictions plausible'), MetricScore(name='Object Completeness', score=2.0, max_score=2.0, detail='9/9 tracked objects found'), MetricScore(name='Reasoning Quality', score=2.0, max_score=2.0, detail='3 causal/physics concepts found')])","NodeScore(node_name='Planning (Pl)', metrics=[MetricScore(name='Action Safety', score=4.0, max_score=4.0, detail='Action=DECELERATE, Gold=KEEP_SPEED'), MetricScore(name='Action Appropriateness', score=2.0, max_score=3.0, detail='Severity diff: 1'), MetricScore(name='Reasoning Coherence', score=3.0, max_score=3.0, detail='Action=True, Context=True, Logic=True')])",28.3
000264_JSON,train_one/ri_fhrd_d/193,"NodeScore(node_name='Perception (PA)', metrics=[MetricScore(name='Object Coverage', score=3.0, max_score=3.0, detail='12/12 GT objects referenced'), MetricScore(name='Visibility Assessment', score=0.7, max_score=2.0, detail='2.0/6 correct assessments'), MetricScore(name='Radar Integration', score=2.0, max_score=2.0, detail='Radar categorized'), MetricScore(name='Location Awareness', score=1.0, max_score=1.0, detail='Location described'), MetricScore(name='Constraint Compliance', score=2.0, max_score=2.0, detail='JSON Constraint Honored')])","NodeScore(node_name='Prediction (Pk)', metrics=[MetricScore(name='Risk Assessment', score=2.8, max_score=3.0, detail='11.0/12 risk levels plausible'), MetricScore(name='Motion Prediction', score=2.0, max_score=3.0, detail='7.8/12 motion predictions plausible'), MetricScore(name='Object Completeness', score=2.0, max_score=2.0, detail='12/12 tracked objects found'), MetricScore(name='Reasoning Quality', score=2.0, max_score=2.0, detail='3 causal/physics concepts found')])","NodeScore(node_name='Planning (Pl)', metrics=[MetricScore(name='Action Safety', score=4.0, max_score=4.0, detail='Action=ACCELERATE, Gold=KEEP_SPEED'), MetricScore(name='Action Appropriateness', score=2.0, max_score=3.0, detail='Severity diff: 1'), MetricScore(name='Reasoning Coherence', score=3.0, max_score=3.0, detail='Action=True, Context=True, Logic=True')])",26.5
000264_TEXT,train_one/ri_fhrd_d/193,"NodeScore(node_name='Perception (PA)', metrics=[MetricScore(name='Object Coverage', score=3.0, max_score=3.0, detail='12/12 GT objects referenced'), MetricScore(name='Visibility Assessment', score=0.7, max_score=2.0, detail='2.0/6 correct assessments'), MetricScore(name='Radar Integration', score=2.0, max_score=2.0, detail='Radar categorized'), MetricScore(name='Location Awareness', score=1.0, max_score=1.0, detail='Location described'), MetricScore(name='Constraint Compliance', score=2.0, max_score=2.0, detail='Text/Narrative Constraint Honored')])","NodeScore(node_name='Prediction (Pk)', metrics=[MetricScore(name='Risk Assessment', score=2.8, max_score=3.0, detail='11.0/12 risk levels plausible'), MetricScore(name='Motion Prediction', score=3.0, max_score=3.0, detail='12.0/12 motion predictions plausible'), MetricScore(name='Object Completeness', score=2.0, max_score=2.0, detail='12/12 tracked objects found'), MetricScore(name='Reasoning Quality', score=2.0, max_score=2.0, detail='3 causal/physics concepts found')])","NodeScore(node_name='Planning (Pl)', metrics=[MetricScore(name='Action Safety', score=4.0, max_score=4.0, detail='Action=DECELERATE, Gold=KEEP_SPEED'), MetricScore(name='Action Appropriateness', score=2.0, max_score=3.0, detail='Severity diff: 1'), MetricScore(name='Reasoning Coherence', score=2.0, max_score=3.0, detail='Action=False, Context=True, Logic=True')])",26.5
000500_JSON,train_four/rsnj_fhrd_d/214,"NodeScore(node_name='Perception (PA)', metrics=[MetricScore(name='Object Coverage', score=3.0, max_score=3.0, detail='0/0 GT objects referenced'), MetricScore(name='Visibility Assessment', score=2.0, max_score=2.0, detail='0.0/0 correct assessments'), MetricScore(name='Radar Integration', score=1.0, max_score=2.0, detail='Radar mentioned'), MetricScore(name='Location Awareness', score=0.0, max_score=1.0, detail='No location info'), MetricScore(name='Constraint Compliance', score=2.0, max_score=2.0, detail='JSON Constraint Honored')])","NodeScore(node_name='Prediction (Pk)', metrics=[MetricScore(name='Risk Assessment', score=3.0, max_score=3.0, detail='0.0/0 risk levels plausible'), MetricScore(name='Motion Prediction', score=3.0, max_score=3.0, detail='0.0/0 motion predictions plausible'), MetricScore(name='Object Completeness', score=0.0, max_score=2.0, detail='0/0 tracked objects found'), MetricScore(name='Reasoning Quality', score=0.0, max_score=2.0, detail='0 causal/physics concepts found')])","NodeScore(node_name='Planning (Pl)', metrics=[MetricScore(name='Action Safety', score=4.0, max_score=4.0, detail='Action=ACCELERATE, Gold=ACCELERATE'), MetricScore(name='Action Appropriateness', score=3.0, max_score=3.0, detail='Severity diff: 0'), MetricScore(name='Reasoning Coherence', score=3.0, max_score=3.0, detail='Action=True, Context=True, Logic=True')])",24.0
000500_TEXT,train_four/rsnj_fhrd_d/214,"NodeScore(node_name='Perception (PA)', metrics=[MetricScore(name='Object Coverage', score=3.0, max_score=3.0, detail='0/0 GT objects referenced'), MetricScore(name='Visibility Assessment', score=2.0, max_score=2.0, detail='0.0/0 correct assessments'), MetricScore(name='Radar Integration', score=1.0, max_score=2.0, detail='Radar mentioned'), MetricScore(name='Location Awareness', score=1.0, max_score=1.0, detail='Location described'), MetricScore(name='Constraint Compliance', score=2.0, max_score=2.0, detail='Text/Narrative Constraint Honored')])","NodeScore(node_name='Prediction (Pk)', metrics=[MetricScore(name='Risk Assessment', score=3.0, max_score=3.0, detail='0.0/0 risk levels plausible'), MetricScore(name='Motion Prediction', score=3.0, max_score=3.0, detail='0.0/0 motion predictions plausible'), MetricScore(name='Object Completeness', score=0.0, max_score=2.0, detail='0/0 tracked objects found'), MetricScore(name='Reasoning Quality', score=0.0, max_score=2.0, detail='0 causal/physics concepts found')])","NodeScore(node_name='Planning (Pl)', metrics=[MetricScore(name='Action Safety', score=4.0, max_score=4.0, detail='Action=ACCELERATE, Gold=ACCELERATE'), MetricScore(name='Action Appropriateness', score=3.0, max_score=3.0, detail='Severity diff: 0'), MetricScore(name='Reasoning Coherence', score=3.0, max_score=3.0, detail='Action=True, Context=True, Logic=True')])",25.0
000272_JSON,train_three/unj_cd_s/271,"NodeScore(node_name='Perception (PA)', metrics=[MetricScore(name='Object Coverage', score=3.0, max_score=3.0, detail='12/12 GT objects referenced'), MetricScore(name='Visibility Assessment', score=1.3, max_score=2.0, detail='4.0/6 correct assessments'), MetricScore(name='Radar Integration', score=2.0, max_score=2.0, detail='Radar categorized'), MetricScore(name='Location Awareness', score=1.0, max_score=1.0, detail='Location described'), MetricScore(name='Constraint Compliance', score=2.0, max_score=2.0, detail='JSON Constraint Honored')])","NodeScore(node_name='Prediction (Pk)', metrics=[MetricScore(name='Risk Assessment', score=2.0, max_score=3.0, detail='8.0/12 risk levels plausible'), MetricScore(name='Motion Prediction', score=3.0, max_score=3.0, detail='12.0/12 motion predictions plausible'), MetricScore(name='Object Completeness', score=2.0, max_score=2.0, detail='12/12 tracked objects found'), MetricScore(name='Reasoning Quality', score=2.0, max_score=2.0, detail='3 causal/physics concepts found')])","NodeScore(node_name='Planning (Pl)', metrics=[MetricScore(name='Action Safety', score=2.0, max_score=4.0, detail='Action=DECELERATE, Gold=STOP'), MetricScore(name='Action Appropriateness', score=2.0, max_score=3.0, detail='Severity diff: 1'), MetricScore(name='Reasoning Coherence', score=3.0, max_score=3.0, detail='Action=True, Context=True, Logic=True')])",25.3
000272_TEXT,train_three/unj_cd_s/271,"NodeScore(node_name='Perception (PA)', metrics=[MetricScore(name='Object Coverage', score=3.0, max_score=3.0, detail='12/12 GT objects referenced'), MetricScore(name='Visibility Assessment', score=1.3, max_score=2.0, detail='4.0/6 correct assessments'), MetricScore(name='Radar Integration', score=2.0, max_score=2.0, detail='Radar categorized'), MetricScore(name='Location Awareness', score=1.0, max_score=1.0, detail='Location described'), MetricScore(name='Constraint Compliance', score=2.0, max_score=2.0, detail='Text/Narrative Constraint Honored')])","NodeScore(node_name='Prediction (Pk)', metrics=[MetricScore(name='Risk Assessment', score=1.1, max_score=3.0, detail='4.5/12 risk levels plausible'), MetricScore(name='Motion Prediction', score=3.0, max_score=3.0, detail='12.0/12 motion predictions plausible'), MetricScore(name='Object Completeness', score=2.0, max_score=2.0, detail='12/12 tracked objects found'), MetricScore(name='Reasoning Quality', score=1.0, max_score=2.0, detail='2 causal/physics concepts found')])","NodeScore(node_name='Planning (Pl)', metrics=[MetricScore(name='Action Safety', score=1.0, max_score=4.0, detail='Action=KEEP_SPEED, Gold=STOP'), MetricScore(name='Action Appropriateness', score=1.0, max_score=3.0, detail='Severity diff: 2'), MetricScore(name='Reasoning Coherence', score=2.0, max_score=3.0, detail='Action=False, Context=True, Logic=True')])",20.4
